loci	
907	85058_13	7.78153695360647e-15
908	85108_128	0.0877723184950843
909	85255_38	0.653237087041471
910	85294_52	1.44092535147138e-13
911	85524_44	0.331798801770869
912	85525_85	0.342650341635878
913	85528_12	0.449511599528466
914	85592_76	0.320731564938649
915	85593_36	0.405712202631119
916	85670_101	1.40138155591242e-08
917	85625_40	4.34661354682408e-15
918	85636_89	5.45625156531564e-11
919	85716_39	0.0592839398884273
920	85717_145	0.0558882932661802
921	85723_102	0.0203336674338369
922	85724_147	0.0085265172437763
923	85897_91	0.986393606112058
924	85886_57	0.911327604586473
925	85903_136	0.275666414689118
926	86003_137	0.859683192339582
927	86052_135	0.77538007514504
928	86079_116	0.550411346718341
929	86080_143	0.583040365184464
930	86383_130	3.13901671122352e-07
931	86636_86	0.770756874655438
932	86640_90	0.759014865745302
933	86775_127	0.809684196026061
934	86888_109	0.0304771444994092
935	87057_79	4.47529342260505e-05
936	87139_32	0.932681682592818
937	87208_56	0.162313792993828
938	87359_11	0.000314332131719471
939	87336_49	0.00405402959059739
940	87381_87	0.291774112668337
941	87516_15	0.312268724784155
942	87571_131	0.552106660141193
943	87593_126	0.328217710257607
944	87594_21	0.279236381256285
945	87595_35	0.687882691395809
946	87602_7	0.220054878362692
947	87720_51	3.86854876759178e-14
948	87754_12	0.889948378786662
949	87755_36	0.885541511487976
950	88052_83	0.834651584590425
951	88082_54	0.920151979427519
952	88107_74	0.59608222586215
953	88241_91	7.97267711671227e-227
954	88302_80	8.91799587999463e-07
955	88444_109	0.104140923659338
956	88324_61	0.00180821005321763
957	88326_136	0.590625744828839
958	88382_62	0.760971619567216
959	88388_82	0.279692558925481
960	88397_111	0.881934695772387
961	88467_16	1.66260223415141e-05
962	88937_105	2.77285395516349e-08
963	88939_103	0.448746425280861
964	89027_14	0.642245458230262
965	89141_142	0.0718605202049795
966	89125_88	0.994538662723139
967	89445_49	0.881940837158738
968	89446_136	0.905374250798511
969	89576_84	0.955538360075876
970	89607_29	0.282363463784996
971	89828_143	0.71176818368428
972	89882_35	0.00500553026010655
973	89911_55	0.0819531321822071
974	89951_133	0.0182305889093832
975	90125_63	0.0287888780270251
976	90149_25	7.40276994250783e-07
977	90157_9	3.56784894341582e-11
978	90566_41	5.03273943892541e-13
979	90486_31	0.474820788805692
980	90615_116	0.959141072645371
981	90871_106	6.65085023536845e-06
982	90872_138	1.15181408795389e-05
983	91140_38	0.967008543741794
984	91244_104	5.81821507442349e-12
985	91310_20	0.508404912011849
986	91664_77	0.597134087937537
987	91673_99	0.906052834139993
988	91823_96	0.973463218072679
989	91696_46	0.0399625737662953
990	91698_29	0.0514431303743903
991	91789_63	0.000112735139428642
992	91790_116	0.000143052159226633
993	92021_96	0.391235852624844
994	92146_20	0.685700572878607
995	92249_109	0.182788897306783
996	92104_130	0.10370799586268
997	92124_5	0.340262551485894
998	92284_66	0.638922570045385
999	92800_144	0.773424214912841
1000	92802_136	0.773424214912841
1001	92962_100	0.735333695406662
1002	93139_117	0.931752479002282
1003	93486_26	0.955624475196936
1004	93558_96	0.994808835887282
1005	93603_12	0.289245078529121
1006	93613_85	0.0315929425835981
1007	93649_97	0.934708565371094
1008	93762_90	0.277446937712748
1009	93763_18	0.289533670325345
1010	93768_35	0.353777287746205
1011	93767_126	0.186541303439923
1012	93769_24	0.186541303439923
1013	93710_16	8.751019944828e-08
1014	93725_134	4.10841762896054e-05
1015	93736_48	0.643956924738767
1016	93801_71	0.842074155130885
1017	94143_52	4.80989768723743e-24
1018	94144_86	6.9892244720341e-07
1019	94168_148	3.25729010598699e-24
1020	94181_99	0.861528234153207
1021	94017_30	1.02163786912739e-05
1022	94096_34	0.00551843191241701
1023	94243_99	0.0586938185206521
1024	94244_5	0.0586938185206521
1025	94280_38	0.000282634613034203
1026	94426_91	0.826042551995745
1027	94413_31	0.688663062108055
1028	94446_81	0.230196910996342
1029	94651_97	0.914642979853526
1030	94680_86	0.948220392271197
1031	94552_47	0.00109905473147531
1032	94561_130	0.950393139797987
1033	94563_140	0.927676189685735
1034	94859_38	0.974691941247108
1035	94938_10	0.375696904933717
1036	94944_86	0.840560161326885
1037	94968_18	0.998259394951164
1038	95264_127	0.556775146255602
1039	95269_32	3.0011468639607e-30
1040	95270_82	3.0011468639607e-30
1041	95333_94	7.91067200504072e-05
1042	95418_20	1.05319722685669e-27
1043	95419_7	1.13094747698312e-27
1044	95379_52	0.819637316555342
1045	95414_68	0.622143524023166
1046	95565_131	0.355906241313641
1047	95557_37	0.0729349438116515
1048	95643_43	0.426710595025702
1049	95729_148	0.685116436076579
1050	95730_125	0.619590462474489
1051	95785_112	0.560695618510725
1052	95828_68	0.194573975235728
1053	95847_96	0.682440621029202
1054	95887_80	0.992561971792362
1055	95886_52	0.97528140497056
1056	95896_130	3.2577004551622e-17
1057	96498_63	0.827903865056332
1058	96555_36	0.036353211870423
1059	96611_90	0.816048447677755
1060	96435_59	0.992161390057907
1061	96436_22	0.99117436864968
1062	96437_24	0.991380210430586
1063	96876_100	0.152130181310117
1064	96877_68	0.0964139120394232
1065	96970_16	0.595659806174349
1066	97009_90	0.736921219146027
1067	97015_96	0.997667820460248
1068	97193_65	0.57307408296454
1069	97240_58	0.493263856988772
1070	97304_90	0.386529232255676
1071	97501_82	0.000376205148265012
1072	97513_60	0.627220009549271
1073	97609_78	0.997771036449276
1074	97838_124	0.125125126635273
1075	97857_86	0.335181250808651
1076	97918_116	0.834556014037041
1077	98064_112	0.672429581625577
1078	98127_116	0.0586589481148813
1079	98314_36	0.588891460790039
1080	98316_20	0.616348280157173
1081	98438_71	0.631327612574622
1082	98493_32	1.60079615332328e-20
1083	98556_118	0.236341467820014
1084	98562_66	0.326548534815817
1085	98563_137	0.195127468403207
1086	98564_140	0.179133166800338
1087	98591_25	0.572835008557935
1088	98627_44	0.341834059440088
1089	98670_145	0.587261915082061
1090	98726_44	0.753697402050619
1091	98729_12	0.300641566201906
1092	98710_12	0.87772354662356
1093	99065_24	0.832577284956583
1094	99066_38	0.827295128822449
1095	99085_10	0.971035418280567
1096	99086_40	0.96119872812874
1097	99135_28	0.0313845987075862
1098	99738_104	0.131234551209433
1099	100241_13	0.225466442278363
1100	100243_144	0.348726110077141
1101	100441_89	1.00488433446186e-12
1102	100340_107	0.863624094139427
1103	100774_28	0.827970638502281
1104	101095_115	0.938808409303968
1105	101115_24	0.753022495505638
1106	101121_19	0.391936382304705
1107	100890_44	0.468197342684417
1108	100898_81	0.778899790220502
1109	100900_29	0.738241429876209
1110	100909_135	0.726803035533782
1111	101189_13	0.868362113269276
1112	101212_93	0.941679982225973
1113	101349_50	6.81799906021358e-13
1114	101523_108	0.797937216496916
1115	101544_131	0.936734090476599
1116	101625_62	0.798912174863357
1117	101631_18	0.462795900199476
1118	101867_33	9.53514168185302e-05
1119	101871_49	4.45665602541365e-05
1120	101858_17	0.274499080283981
1121	102009_29	0.288893756868157
1122	102041_40	0.778921264656797
1123	102475_34	0.241083144837442
1124	102506_31	8.95122299142607e-05
1125	102747_16	0.455273078938226
1126	102858_98	0.331389405472084
1127	102859_20	0.355527424167381
1128	103087_30	0.331075933471861
1129	103417_80	0.139022982660773
1130	103547_123	0.00112296103309545
1131	103572_60	0.00674873579269102
1132	103597_19	0.396387586744744
1133	103842_26	0.172024224481928
1134	103937_54	0.387011296389743
1135	103938_26	0.786677199924089
1136	104253_41	6.81876155970264e-10
1137	104429_70	0.950860595992031
1138	104754_117	0.96274822969116
1139	104767_81	2.44034489993763e-22
1140	104652_7	0.000258803893191115
1141	104653_67	4.12901514114188e-18
1142	105057_52	0.821426715730912
1143	105090_134	0.92076338184774
1144	105098_19	0.896579792605218
1145	105123_78	0.969688288595908
1146	105124_62	0.969471727927711
1147	105139_23	0.674853310290631
1148	105067_92	0.972252784790997
1149	105224_90	0.721324551531521
1150	105465_93	0.100802827254475
1151	105466_77	0.57396815474312
1152	105467_76	0.0821258152846931
1153	105555_144	0.00979453227480641
1154	105556_127	0.00911474992453921
1155	105746_116	0.834337904128667
1156	105747_59	0.834337904128667
1157	106025_57	1.06485360321733e-23
1158	106026_126	1.81723895157694e-13
1159	106032_104	0.450585435403422
1160	106104_73	0.841313407600172
1161	106220_9	0.117356272342045
1162	106437_33	0.000360884306097565
1163	106452_43	0.951533712128836
1164	106351_63	0.679665477514138
1165	106468_56	5.91227055910011e-11
1166	106460_100	0.641963342564301
1167	106730_68	5.16181502672291e-06
1168	106818_110	0.830586047354338
1169	106857_53	0.974235061555472
1170	106899_106	0.957891099193359
1171	106923_73	0.992865596435453
1172	106921_22	0.994448688833494
1173	106922_122	0.989372105922444
1174	107015_6	0.964340358655727
1175	106948_33	0.993882267463683
1176	106949_104	0.992725472820695
1177	107204_6	0.57476963471741
1178	107431_140	0.210500641183032
1179	107459_82	0.000713381667885296
1180	107597_138	0.721432561008449
1181	107603_6	0.593828448311581
1182	107612_16	0.932399656858384
1183	107626_57	0.0952088123697463
1184	107627_52	0.0901729243157412
1185	107610_29	0.995898450594221
1186	107671_105	0.904831941078337
1187	107640_105	0.933717418976718
1188	107669_31	0.165151025333884
1189	107636_38	0.379502082377366
1190	107642_6	0.44250066527013
1191	107646_73	0.0802162803191912
1192	107728_53	0.0326718754106582
1193	107867_81	0.539864939216669
1194	108088_126	0.77935460271747
1195	108050_116	0.783650606914896
1196	108055_37	0.223336295280976
1197	108219_13	0.962855598961653
1198	108242_82	0.268468630490024
1199	108267_72	0.0286819223942009
1200	108589_138	0.868104060847615
1201	108665_78	0.0151894174475233
1202	108709_46	0.673006418313613
1203	108957_12	0.965621434236974
1204	108971_70	0.746915841230119
1205	109094_30	0.833291089215985
1206	109249_112	0.935980430738124
1207	109306_45	0.096587590351345
1208	109312_140	0.156740932583066
1209	109313_147	0.152524839841697
1210	109463_138	9.94025507685151e-08
1211	109464_131	2.34942573983383e-08
1212	109676_84	0.000420845084885042
1213	109677_103	0.000231790530031298
1214	109713_63	0.135051764965713
1215	109876_110	0.0159074447287659
1216	109925_140	0.821863269812556
1217	109926_126	0.800111979570904
1218	109931_56	0.764972648141132
1219	110090_78	0.483554549350286
1220	110102_143	0.689155435460609
1221	110261_92	0.210581397692644
1222	110765_93	0.0623146491298615
1223	110725_40	0.210765279695536
1224	111009_104	0.298584514293754
1225	111628_8	0.899602456696762
1226	111408_108	0.705933216493455
1227	111409_138	0.711233449975069
1228	111652_60	0.985129686958884
1229	111231_33	0.882274381545576
1230	111232_123	0.87750798676198
1231	111366_109	0.951089805288883
1232	111729_58	0.608539892266031
1233	111782_40	1.2465108463111e-09
1234	111784_46	3.4083230370108e-10
1235	111954_109	0.0025100913618546
1236	111978_116	0.784863570320627
1237	112099_84	0.490542021515712
1238	112150_20	0.866198198864746
1239	329440_138	0.0320760286328351
1240	329441_128	0.0309643332166497
1241	112284_63	0.0436340109493816
1242	112285_126	0.051994512132382
1243	112304_68	0.00134516650578724
1244	112385_61	0.732597241924135
1245	112690_36	0.0129092479416568
1246	112849_36	0.869136462655876
1247	112877_7	0.85249697123923
1248	113099_21	0.533544273157714
1249	113215_28	0.000110460897154714
1250	113613_96	0.982939569643914
1251	113633_135	0.988962762622357
1252	113679_134	0.883279807920372
1253	330245_38	2.62789578969023e-19
1254	113920_27	0.859191249678395
1255	113994_15	0.0356284543806606
1256	114164_46	0.189014449937217
1257	114684_58	0.136333436647541
1258	114521_115	0.934189785315175
1259	114838_88	0.859180666300971
1260	115016_75	0.668324235185717
1261	115066_30	0.823507717221366
1262	115384_147	0.88986532133874
1263	115458_139	0.678590183351764
1264	115459_134	0.656037610617979
1265	115575_113	NA
1266	115771_130	9.51628051204862e-05
1267	116135_18	0.257126031468459
1268	116181_130	0.000894167298909343
1269	116182_113	0.000900789929966605
1270	116441_114	2.34436755180991e-08
1271	116462_22	0.243317485495484
1272	116307_85	3.19782031421323e-16
1273	116328_128	5.00662366752989e-16
1274	116329_142	1.01750271990302e-17
1275	116506_69	0.00139998447568653
1276	116545_83	0.869190614388513
1277	116756_58	0.809086605690244
1278	116826_37	0.939252918470053
1279	117206_125	1.27682971963178e-118
1280	117312_10	0.0976403037036258
1281	117437_141	0.764605718754721
1282	117766_106	0.845134589414845
1283	117803_54	2.72811515470834e-08
1284	117734_52	3.50328566169967e-05
1285	117742_67	7.74862724832768e-06
1286	117936_78	0.392465811358195
1287	117970_33	0.863965211083091
1288	117979_70	0.691475992077228
1289	118115_102	0.436836362303938
1290	118236_103	0.246018009184435
1291	118267_20	0.174861743105098
1292	118283_50	0.0611803995998417
1293	118291_121	0.94199871130714
1294	118556_45	0.998044370694487
1295	118583_74	0.0385666360468556
1296	118584_112	0.00273537098220685
1297	118651_88	0.879966449215482
1298	118838_104	0.836072971956316
1299	118996_125	0.161051754317558
1300	119023_52	0.6231524331821
1301	119109_86	0.473059473965824
1302	119199_91	0.913954996570849
1303	119209_6	0.862945645964524
1304	119302_62	0.0380548760827415
1305	119251_118	0.776826260659394
1306	119253_44	0.771782128846114
1307	119548_45	0.000105577751708556
1308	119745_133	0.800000719070155
1309	119750_36	0.835985637735571
1310	119751_34	0.845300458885727
1311	119784_53	0.0390877902216078
1312	119791_64	0.000795601546460861
1313	119990_71	4.79487801109994e-06
1314	119991_7	7.11330926123654e-06
1315	120056_36	0.691460275449276
1316	120079_75	4.68288183708411e-05
1317	120087_126	0.0432827352018864
1318	120088_97	0.19025619968525
1319	120092_16	0.125188937787714
1320	119895_88	0.538121638730573
1321	333775_42	1.10944418569936e-08
1322	333776_41	3.13823239294355e-08
1323	120548_57	0.000518173343305183
1324	120238_44	0.0138258585333648
1325	120607_72	0.139000612955891
1326	120608_143	0.12262344917036
1327	120647_26	0.000935887824231846
1328	120947_58	1.88012399449845e-07
1329	121098_142	0.0620674563051415
1330	121099_37	0.0607945788599267
1331	121102_140	0.915782586214457
1332	121108_7	0.833806324485609
1333	121117_66	0.685856990766268
1334	121266_80	0.944131205218488
1335	121511_77	0.608304055551767
1336	121512_40	0.608619271930398
1337	121551_118	0.743185593077166
1338	121831_22	0.0194509275399034
1339	121772_58	0.0251491469647604
1340	121773_147	0.0178654923059094
1341	121947_44	0.841619916227976
1342	121847_102	0.909596612943116
1343	121918_7	0.337421517803313
1344	122102_72	0.138639301681
1345	122094_88	0.644489161605379
1346	122096_52	0.443342490418501
1347	122135_109	0.532872768847271
1348	122286_108	0.0257727010207236
1349	122298_53	0.106673783121731
1350	122432_15	0.970511283582911
1351	122480_45	0.930959920785923
1352	122861_83	0.589740624374496
1353	123079_90	0.988163555525713
1354	123099_85	0.0393389389654447
1355	123155_9	0.912966981553376
1356	123277_18	0.987621508332829
1357	123366_24	0.358026630623632
1358	123375_71	0.609313530666751
1359	123378_46	0.771786107048408
1360	123426_134	0.921884548159001
1361	123427_135	0.921995250699022
1362	123227_51	1.34870872522448e-09
1363	123496_36	3.39859579194355e-09
1364	123497_30	2.14779671084953e-16
1365	123518_28	0.624341667639158
1366	123789_131	0.438789444256537
1367	123860_79	0.258384862139042
1368	123865_13	0.375841424727533
1369	124079_40	2.10712354562774e-30
1370	124228_19	0.254592475957604
1371	124250_13	0.379762400451034
1372	124283_108	0.476685758599227
1373	124286_77	2.02276162760396e-05
1374	124374_103	0.891120451410774
1375	124389_131	0.705837034137137
1376	124682_83	0.884754921626438
1377	124448_20	0.514013970359292
1378	124483_21	0.362017103499308
1379	124493_24	0.454434312373384
1380	124549_76	0.762351823638734
1381	124844_61	0.628878516944959
1382	125073_80	0.207884459870272
1383	125084_10	0.176108613209976
1384	125731_107	0.0935137529480629
1385	125617_114	0.433272929530279
1386	125961_118	0.999890805829873
1387	125977_95	0.704532487913094
1388	126151_133	0.765160600582815
1389	126375_62	0.575122610750445
1390	126436_17	0.917592667599818
1391	126437_146	0.916104644685705
1392	126648_79	0.745458213510249
1393	126820_89	0.201120479729442
1394	126831_118	0.288997468163687
1395	126307_112	0.199213730443766
1396	126391_51	0.196880566365247
1397	126392_84	0.233536825508783
1398	126401_24	0.216152451096292
1399	126413_107	1.35928799136604e-05
1400	126451_57	0.387254871146036
1401	126496_78	0.470469929501792
1402	126510_16	0.176353940094096
1403	126511_140	0.165091153037001
1404	126519_71	0.0861537737842399
1405	126524_19	0.40842427956796
1406	126529_16	0.137351458918254
1407	126528_15	0.0551529708401096
1408	126530_39	0.253217471632268
1409	126593_83	0.433254003378126
1410	126867_5	0.287018714256956
1411	127062_142	0.686865296860597
1412	127090_45	7.69495195751149e-08
1413	127092_126	1.27888761108845e-09
1414	127434_50	1.65222886528123e-76
1415	127438_39	1.0341662139984e-13
1416	127446_75	0.162168851008448
1417	127447_66	0.152441667903534
1418	127501_22	0.828736694836842
1419	128242_94	0.99809866909882
1420	127963_75	0.774496417556646
1421	128056_8	0.960574720347357
1422	128064_32	0.92930547723765
1423	128084_28	0.836638286884925
1424	128301_139	0.00484841879039011
1425	128302_98	0.00565980332877881
1426	128289_18	8.11166054969773e-17
1427	128542_81	0.194130977268343
1428	128567_41	0.00525395656261908
1429	128586_144	0.00347767289954436
1430	128587_123	0.00519392937513143
1431	337929_144	2.73134795610463e-09
1432	337930_123	1.79733291244491e-09
1433	128805_113	0.989370932187275
1434	128829_16	0.837668552566861
1435	129015_133	0.410517659337591
1436	128965_14	0.397571377290474
1437	128998_37	0.52202004729607
1438	129092_124	0.0445160116260818
1439	129119_42	0.659559289555865
1440	129140_115	0.600501960386809
1441	129478_90	0.989517001833684
1442	129443_30	0.645066940367634
1443	129465_91	0.833197067377025
1444	129602_130	0.32250658763322
1445	129919_102	0.792895795160167
1446	130003_90	0.614628926131388
1447	129966_72	0.711177896049162
1448	130291_91	9.82949162674086e-24
1449	130087_30	4.24568648528776e-54
1450	130093_34	0.00819341753125485
1451	130124_123	0.109430053202995
1452	130403_32	0.578459179514436
1453	130515_142	0.204900217342176
1454	130517_132	0.228489837546447
1455	130518_130	0.11408193613962
1456	130547_72	0.786747522671261
1457	130535_105	0.286553026422235
1458	130871_22	0.407632029396281
1459	130928_71	3.11415259796718e-06
1460	130817_36	0.622554063283716
1461	131004_31	0.213792271620793
1462	131376_79	0.819869915694873
1463	131275_138	0.907206320362936
1464	131515_82	0.490204636963746
1465	131858_16	0.00133195967296381
1466	131852_129	0.00493802893296183
1467	132127_114	0.00142186386731231
1468	132189_98	0.957972719338097
1469	132532_44	0.376975946800204
1470	132569_97	2.60801052809507e-05
1471	132869_66	0.790841221772677
1472	132860_88	1.5263638944713e-05
1473	133088_69	0.480477552186905
1474	132923_101	0.791078066489046
1475	132933_16	0.308385086826271
1476	133388_122	0.528599688774178
1477	133371_25	0.434416075528434
1478	133184_144	7.21135785041672e-36
1479	133477_110	0.0350015988536498
1480	134014_97	0.442934737025176
1481	134028_20	0.0189819095591308
1482	133803_9	0.0918031784772683
1483	133804_81	0.0778975071291785
1484	134303_142	0.0618263065412329
1485	134483_8	0.0952398622593672
1486	134871_51	0.00631261530771912
1487	135085_70	0.633132051468014
1488	135172_136	0.0071155404802372
1489	135255_43	0.577692906479172
1490	135411_124	0.857347078911834
1491	135413_139	0.840121684726698
1492	135461_120	0.983183875096944
1493	135382_50	0.326724220873583
1494	135605_18	0.735996209292841
1495	135604_130	0.443321948808436
1496	135606_143	0.537428101506751
1497	135799_46	0.96572704275657
1498	136077_89	0.000423060300077136
1499	136368_137	0.000130888662571643
1500	136369_121	0.000154207798192975
1501	136350_34	0.0281358993844834
1502	136372_10	0.00142728966954544
1503	136377_124	0.00301852575201474
1504	136404_75	9.17608035498448e-05
1505	136422_113	0.533177211270774
1506	136435_42	0.0297274892418474
1507	136436_58	0.0292429505169446
1508	136503_22	0.991106069793493
1509	136525_24	0.924310884612142
1510	136513_102	0.966124487919029
1511	136703_103	0.992901301300564
1512	136749_73	0.665455950768446
1513	136919_110	0.470900472632669
1514	136907_45	0.741326584992214
1515	137173_115	0.619794652079013
1516	137222_133	0.740708061794493
1517	137015_29	0.27480254067144
1518	137075_109	6.64121825063486e-08
1519	137314_20	0.755050110798194
1520	137501_118	0.540689757721989
1521	137644_145	0.0722648339543164
1522	137645_142	0.0680182749360829
1523	137672_10	0.875893470446834
1524	137768_147	0.979567116485451
1525	138192_57	3.96103378011571e-07
1526	138299_134	3.57847652613791e-24
1527	138382_6	0.103286506780738
1528	138383_124	0.0893155429390311
1529	138392_114	0.267574899324174
1530	138640_8	0.289537372899662
1531	138736_121	0.107851988069434
1532	138886_26	0.396842743711624
1533	138887_80	0.418222090349922
1534	139110_18	0.818442445976422
1535	139534_23	0.678339885912206
1536	139646_122	0.271621883847623
1537	140002_38	0.693764257163789
1538	140130_111	0.476313707989385
1539	140226_49	0.974487990347428
1540	140339_13	0.87947857608711
1541	140340_17	0.965073347075103
1542	140428_136	0.0210196443355319
1543	140500_109	0.69683555442302
1544	140520_126	0.239495794172418
1545	140524_141	0.0924808696179977
1546	140637_15	0.00103556667526264
1547	140648_114	0.83178313551573
1548	140649_61	0.825087187380503
1549	140672_30	0.61290628060702
1550	140674_4	0.588440821037457
1551	140675_90	0.183098186924498
1552	140676_38	0.208166561351906
1553	140695_28	0.696540430359438
1554	140706_43	0.393427982243962
1555	140783_84	0.00413258841208261
1556	140801_56	0.641750054312867
1557	140949_58	0.233429372844607
1558	140997_100	0.798913696603187
1559	140998_96	0.860656836735409
1560	141045_52	0.917000633760082
1561	141204_22	0.956668186936886
1562	141798_8	2.13776876693799e-11
1563	141921_29	0.999645810307229
1564	141935_80	0.525066549789949
1565	141947_76	0.764864972930058
1566	141948_94	0.762468966463443
1567	142104_63	0.629977652723277
1568	142134_82	1.12166598557501e-08
1569	142440_35	0.540002184288419
1570	142629_25	7.11591945223922e-35
1571	142630_102	4.65507650049452e-35
1572	142641_78	0.393464621653257
1573	142645_87	0.479379111628541
1574	142710_98	0.475293754689168
1575	142767_16	0.0230304055975356
1576	142803_80	0.960061272234072
1577	143124_57	0.00582866074155634
1578	143134_73	0.14301295586271
1579	142956_149	0.00127411105734976
1580	143046_92	0.201912575419293
1581	143475_60	0.0304780869282226
1582	143928_35	2.60834010876203e-13
1583	144051_126	0.652047989841403
1584	144066_146	0.898852076608185
1585	144498_133	0.726257608567189
1586	144573_112	0.341860856359451
1587	144821_109	0.899593118966618
1588	144701_75	0.691668175179957
1589	144705_67	0.809089847177186
1590	144712_48	3.19130931986657e-15
1591	144955_94	0.921341082586883
1592	145054_148	0.934183788302309
1593	145151_26	0.749212906635218
1594	145382_75	0.302975852977821
1595	145442_81	0.00105621825074856
1596	145471_146	0.628474518133865
1597	145473_13	NA
1598	145475_112	0.354690441537851
1599	145800_145	0.83368889188892
1600	145801_149	0.841692686892102
1601	145820_130	0.75279966981296
1602	145751_75	0.984321262221766
1603	145943_136	0.0408164427811237
1604	146543_23	0.432777470269518
1605	146825_46	0.99883024848898
1606	146837_34	0.675312148742204
1607	146846_121	0.95198436558296
1608	146905_34	0.951555862154245
1609	147139_88	0.925685183813803
1610	147174_50	0.382680619724033
1611	147215_115	0.805973186851927
1612	147287_61	0.874468413507665
1613	147349_43	0.81546940325305
1614	147383_48	0.312025671387448
1615	147387_51	0.18775322908133
1616	147388_136	0.22629013722484
1617	147747_52	0.604854845641263
1618	147832_145	0.963514123817307
1619	147840_36	4.37128188836057e-05
1620	147871_46	0.442114353269286
1621	147879_21	0.426650332925526
1622	147883_66	0.397861567203427
1623	147885_82	3.64334338823957e-33
1624	148111_48	0.829202503422524
1625	148204_75	0.752511486953134
1626	148465_52	0.123598565279554
1627	148791_87	1.17088936448002e-06
1628	148915_26	0.86825973024129
1629	148859_64	0.630950092393096
1630	149524_52	1.21189982189827e-08
1631	149626_99	0.0604671242739992
1632	149516_13	0.692453319360766
1633	149845_43	0.00313591847553665
1634	149924_21	3.31705575267967e-05
1635	149928_13	0.000320672424524315
1636	149987_86	3.88496451781326e-25
1637	150123_74	0.793490271902491
1638	150069_81	5.13102398172025e-07
1639	150084_80	3.55133578963089e-13
1640	150096_144	0.000241047231000779
1641	150102_122	0.445228613225453
1642	150306_148	0.850521029249065
1643	150307_61	0.964922700829889
1644	150409_130	0.928069061189285
1645	150707_64	0.244774679165409
1646	150927_61	0.00574924135721253
1647	150974_61	0.526603462677866
1648	151060_5	0.685340487116039
1649	151416_134	0.786992808111992
1650	151983_52	0.934432541650814
1651	152059_75	0.501934168139456
1652	152375_95	0.000239459069993484
1653	152109_10	5.88436660511247e-10
1654	152128_79	0.000205801794155603
1655	152213_7	0.176361823223531
1656	152235_146	0.000372570617788935
1657	152301_11	5.0943566390388e-07
1658	152483_28	0.920455239125878
1659	152649_147	0.331376813453113
1660	153305_65	0.285469026312701
1661	153522_34	0.82360969892241
1662	153678_34	0.542003565742942
1663	153629_51	0.710489770839763
1664	153763_112	0.157189756295562
1665	153747_12	0.403407960338944
1666	153821_39	0.660694140913875
1667	153830_47	6.51314720614602e-13
1668	153837_110	4.60006262628756e-06
1669	153847_147	0.534918971758517
1670	153848_66	9.61842571849257e-13
1671	153963_25	0.470496290849203
1672	154078_135	2.72561704266251e-13
1673	154025_12	0.75716195159205
1674	154098_110	0.389299714932444
1675	154130_105	1.94125015885576e-05
1676	154389_140	0.527121062822832
1677	154390_135	0.526452923794714
1678	154332_64	3.53799938038883e-06
1679	154391_106	0.313999354092243
1680	154392_110	0.31322888713795
1681	154471_30	0.293166930812532
1682	154782_20	5.84383631021248e-27
1683	154788_93	0.8175619716781
1684	154794_62	0.848671707780521
1685	154815_130	0.731453814747876
1686	154817_24	0.730260369645924
1687	154879_87	4.31696930978107e-18
1688	154886_128	0.209018355500764
1689	155027_25	0.527479184851469
1690	155008_137	0.697242763695302
1691	155239_15	0.241590083254516
1692	155304_122	0.0659023943618051
1693	155397_119	0.177450972847079
1694	155425_89	0.0148047881120321
1695	155726_30	0.0715145979667775
1696	155822_48	0.941851100338705
1697	155880_6	5.15167960932021e-07
1698	155898_124	0.732321488355737
1699	155909_36	0.71487572722618
1700	155919_8	0.751281819395309
1701	156390_116	0.22078200218187
1702	156392_74	0.305804223634334
1703	156476_123	0.616657613572135
1704	156479_101	0.806514993995091
1705	156680_52	0.983234945633514
1706	156918_9	1.25448292023293e-06
1707	156919_81	1.02773045976741e-06
1708	156944_47	0.944063971977574
1709	156971_111	0.252432428304522
1710	156811_128	0.982973884957606
1711	157056_26	0.85211428803843
1712	157077_102	3.97904226160546e-07
1713	157406_51	0.581376238308173
1714	157253_34	0.000163950889668866
1715	157259_25	3.44213997163593e-05
1716	157913_73	0.266719967127165
1717	157933_77	0.0572278122628649
1718	157952_127	0.213643041981109
1719	158196_58	0.90044074607677
1720	158159_139	0.363391622152352
1721	158160_6	0.399695442975213
1722	158355_35	0.0135264010755906
1723	158589_55	0.895086423320186
1724	159022_91	0.937776393151361
1725	158773_67	0.903232143252528
1726	158816_57	0.81585035893679
1727	158821_65	0.819783024169936
1728	158866_113	0.787769785192338
1729	158896_118	0.811804941358405
1730	158944_75	0.596891039572046
1731	159032_55	0.51297942835108
1732	159055_83	0.0650082152793036
1733	159058_129	0.438691307810584
1734	159060_11	0.767224231447728
1735	159278_94	0.0458406895381259
1736	159326_51	0.12078749689381
1737	159306_85	0.857512813872026
1738	159309_26	0.908183307509959
1739	159465_41	0.970199000202718
1740	159476_48	0.830431885454289
1741	159835_77	0.994902576517689
1742	159836_38	0.995100618479275
1743	159916_127	0.752263987480567
1744	159917_106	0.759055984424101
1745	160242_43	0.681185555084743
1746	160426_99	0.890284963507412
1747	160427_45	0.00235210064605421
1748	160379_91	0.00914464009153946
1749	160401_10	0.992715578885589
1750	160450_25	0.817543644414641
1751	161034_65	0.951456285380395
1752	161042_78	0.942695596101216
1753	161064_107	0.939657607129855
1754	161333_98	0.921685327185441
1755	161473_67	0.0829860717188348
1756	161359_141	0.653305100084479
1757	161360_137	0.660637728083413
